Gerado em;Categoria;Item;Tier;Encantamento;API ID;Melhor cidade compra;Menor preco compra;Black Market pedido venda;Black Market compra max;Lucro bruto;ROI %;Compra atualizada;Black Market venda atualizado;Black Market compra atualizado;Bridgewatch venda min;Caerleon venda min;Fort Sterling venda min;Lymhurst venda min;Martlock venda min;Thetford venda min
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T5;.0;T5_ARMOR_PLATE_SET2;Bridgewatch;8996;19215;18328;10219;113,59;2026-05-12T00:05:00;2026-05-12T20:35:00;2026-05-12T20:35:00;8996;16995;;;;9809
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T5;.1;T5_ARMOR_PLATE_SET2@1;Caerleon;48000;32234;31600;-15766;-32,85;2026-05-12T09:45:00;2026-05-12T20:20:00;2026-05-12T20:25:00;;48000;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T5;.2;T5_ARMOR_PLATE_SET2@2;Martlock;70994;99498;40416;28504;40,15;2026-05-11T23:35:00;2026-05-12T20:25:00;2026-05-12T20:25:00;;176996;;;70994;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T5;.3;T5_ARMOR_PLATE_SET2@3;Bridgewatch;349857;;126300;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;349857;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T6;.0;T6_ARMOR_PLATE_SET2;Lymhurst;29830;39796;39184;9966;33,41;2026-05-12T13:15:00;2026-05-12T20:35:00;2026-05-12T20:35:00;;49195;;29830;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T6;.1;T6_ARMOR_PLATE_SET2@1;Caerleon;179985;;61887;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;179985;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T6;.2;T6_ARMOR_PLATE_SET2@2;Bridgewatch;229999;;328380;;;2026-05-12T17:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;229999;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T6;.3;T6_ARMOR_PLATE_SET2@3;Caerleon;986981;;232438;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;986981;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T7;.0;T7_ARMOR_PLATE_SET2;Thetford;74999;98910;29049;23911;31,88;2026-05-12T12:40:00;2026-05-12T20:35:00;2026-05-12T20:35:00;;179999;;;;74999
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T7;.1;T7_ARMOR_PLATE_SET2@1;Fort Sterling;229998;313331;293016;83333;36,23;2026-05-12T18:40:00;2026-05-12T05:35:00;2026-05-12T15:15:00;;302990;229998;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T7;.2;T7_ARMOR_PLATE_SET2@2;;;;778162;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T7;.3;T7_ARMOR_PLATE_SET2@3;;;;1313780;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T8;.0;T8_ARMOR_PLATE_SET2;;;277953;247548;;;;2026-05-12T20:35:00;2026-05-12T20:35:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T8;.1;T8_ARMOR_PLATE_SET2@1;Caerleon;888887;;848904;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;888887;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T8;.2;T8_ARMOR_PLATE_SET2@2;;;;1404734;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Cavaleiro;T8;.3;T8_ARMOR_PLATE_SET2@3;;;;3880512;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T5;.0;T5_ARMOR_PLATE_UNDEAD;Caerleon;44989;;13035;;;2026-05-11T22:50:00;0001-01-01T00:00:00;2026-05-12T09:45:00;;44989;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T5;.1;T5_ARMOR_PLATE_UNDEAD@1;Caerleon;199984;;36972;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T09:45:00;;199984;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T5;.2;T5_ARMOR_PLATE_UNDEAD@2;Caerleon;180000;;108702;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;180000;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T5;.3;T5_ARMOR_PLATE_UNDEAD@3;Bridgewatch;299786;449997;442850;150211;50,11;2026-05-12T00:00:00;2026-05-12T09:10:00;2026-05-12T15:15:00;299786;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T6;.0;T6_ARMOR_PLATE_UNDEAD;Caerleon;119996;59988;48190;-60008;-50,01;2026-05-12T01:40:00;2026-05-12T12:45:00;2026-05-12T15:10:00;;119996;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T6;.1;T6_ARMOR_PLATE_UNDEAD@1;Caerleon;174994;;80997;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;174994;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T6;.2;T6_ARMOR_PLATE_UNDEAD@2;;;;131516;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T6;.3;T6_ARMOR_PLATE_UNDEAD@3;Bridgewatch;774998;;776439;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;774998;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T7;.0;T7_ARMOR_PLATE_UNDEAD;Lymhurst;93986;;71055;;;2026-05-11T23:45:00;0001-01-01T00:00:00;2026-05-12T15:15:00;99963;149999;;93986;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T7;.1;T7_ARMOR_PLATE_UNDEAD@1;Bridgewatch;279991;;349566;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;279991;389495;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T7;.2;T7_ARMOR_PLATE_UNDEAD@2;;;;220129;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T7;.3;T7_ARMOR_PLATE_UNDEAD@3;;;;760733;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T8;.0;T8_ARMOR_PLATE_UNDEAD;Caerleon;549999;;356854;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;549999;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T8;.1;T8_ARMOR_PLATE_UNDEAD@1;Bridgewatch;899997;;369460;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;899997;;989999;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T8;.2;T8_ARMOR_PLATE_UNDEAD@2;;;;3070782;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guarda-tumbas;T8;.3;T8_ARMOR_PLATE_UNDEAD@3;;;;2918020;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T5;.0;T5_ARMOR_PLATE_SET3;Thetford;10914;16918;9480;6004;55,01;2026-05-12T15:05:00;2026-05-12T07:55:00;2026-05-12T09:45:00;;22106;;;;10914
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T5;.1;T5_ARMOR_PLATE_SET3@1;Bridgewatch;17961;27739;27176;9778;54,44;2026-05-12T16:50:00;2026-05-12T07:55:00;2026-05-12T09:45:00;17961;49990;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T5;.2;T5_ARMOR_PLATE_SET3@2;;;;89673;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T5;.3;T5_ARMOR_PLATE_SET3@3;Bridgewatch;340971;;73254;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;340971;;;399977;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T6;.0;T6_ARMOR_PLATE_SET3;Bridgewatch;25987;;32864;;;2026-05-11T23:15:00;0001-01-01T00:00:00;2026-05-12T15:10:00;25987;53439;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T6;.1;T6_ARMOR_PLATE_SET3@1;Caerleon;149947;;64413;;;2026-05-12T04:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;149947;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T6;.2;T6_ARMOR_PLATE_SET3@2;Lymhurst;235000;373332;242496;138332;58,86;2026-05-11T21:35:00;2026-05-11T22:10:00;2026-05-12T15:15:00;269995;240000;;235000;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T6;.3;T6_ARMOR_PLATE_SET3@3;Lymhurst;900000;;631625;;;2026-05-11T21:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;900000;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T7;.0;T7_ARMOR_PLATE_SET3;Caerleon;118973;95995;92199;-22978;-19,31;2026-05-12T10:25:00;2026-05-12T09:45:00;2026-05-12T15:15:00;;118973;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T7;.1;T7_ARMOR_PLATE_SET3@1;Lymhurst;222000;;260178;;;2026-05-11T21:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;324973;230034;222000;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T7;.2;T7_ARMOR_PLATE_SET3@2;Lymhurst;999995;;186961;;;2026-05-11T21:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;999995;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T7;.3;T7_ARMOR_PLATE_SET3@3;;;;2496182;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T8;.0;T8_ARMOR_PLATE_SET3;Lymhurst;241308;;214710;;;2026-05-11T21:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;250009;;241308;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T8;.1;T8_ARMOR_PLATE_SET3@1;Lymhurst;939994;;505300;;;2026-05-11T21:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;1033979;939994;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T8;.2;T8_ARMOR_PLATE_SET3@2;;;;1879716;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Guardião;T8;.3;T8_ARMOR_PLATE_SET3@3;;;;101055;;;;0001-01-01T00:00:00;2026-05-12T15:05:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T5;.0;T5_ARMOR_PLATE_SET1;Caerleon;14996;;5372;;;2026-05-12T09:45:00;0001-01-01T00:00:00;2026-05-12T09:45:00;;14996;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T5;.1;T5_ARMOR_PLATE_SET1@1;Bridgewatch;18763;;25912;;;2026-05-12T16:50:00;0001-01-01T00:00:00;2026-05-12T09:45:00;18763;179979;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T5;.2;T5_ARMOR_PLATE_SET1@2;Bridgewatch;69884;;83358;;;2026-05-11T21:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;69884;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T5;.3;T5_ARMOR_PLATE_SET1@3;Thetford;301736;;250074;;;2026-05-11T22:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;339994;;;359978;;301736
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T6;.0;T6_ARMOR_PLATE_SET1;Martlock;27999;43649;22752;15650;55,89;2026-05-12T00:20:00;2026-05-12T15:50:00;2026-05-12T15:50:00;;52840;;33898;27999;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T6;.1;T6_ARMOR_PLATE_SET1@1;;;;44205;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T6;.2;T6_ARMOR_PLATE_SET1@2;Bridgewatch;229968;;239970;;;2026-05-12T17:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;229968;;;255941;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T6;.3;T6_ARMOR_PLATE_SET1@3;Thetford;979999;;186961;;;2026-05-11T23:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;979999
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T7;.0;T7_ARMOR_PLATE_SET1;Bridgewatch;68430;;68202;;;2026-05-11T23:15:00;0001-01-01T00:00:00;2026-05-12T15:15:00;68430;179974;74980;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T7;.1;T7_ARMOR_PLATE_SET1@1;Fort Sterling;228078;;275334;;;2026-05-12T18:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;499999;228078;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T7;.2;T7_ARMOR_PLATE_SET1@2;Caerleon;1000000;;646784;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;1000000;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T7;.3;T7_ARMOR_PLATE_SET1@3;;;;1859504;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T8;.0;T8_ARMOR_PLATE_SET1;Caerleon;320000;;265230;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;320000;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T8;.1;T8_ARMOR_PLATE_SET1@1;Thetford;850000;;545724;;;2026-05-11T23:10:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;850000
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T8;.2;T8_ARMOR_PLATE_SET1@2;;;;1263250;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Armadura de Soldado;T8;.3;T8_ARMOR_PLATE_SET1@3;;;;4405998;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Bolsa;T5;.0;T5_BAG;Thetford;12662;19246;15800;6584;52,00;2026-05-12T14:50:00;2026-05-12T20:00:00;2026-05-12T20:00:00;14968;21845;15000;14990;13394;12662
12/05/2026 17:50:23;armaduras;Bolsa;T5;.1;T5_BAG@1;Martlock;27477;33409;32232;5932;21,59;2026-05-12T16:45:00;2026-05-12T04:00:00;2026-05-12T15:15:00;29988;120000;29997;29980;27477;31981
12/05/2026 17:50:23;armaduras;Bolsa;T5;.2;T5_BAG@2;Lymhurst;88981;;64413;;;2026-05-12T00:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;91856;375000;;88981;90961;
12/05/2026 17:50:23;armaduras;Bolsa;T5;.3;T5_BAG@3;Thetford;289988;;88410;;;2026-05-11T22:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;289988
12/05/2026 17:50:23;armaduras;Bolsa;T6;.0;T6_BAG;Fort Sterling;46875;49386;47400;2511;5,36;2026-05-12T20:00:00;2026-05-12T14:55:00;2026-05-12T15:20:00;49989;52190;46875;47785;55199;52078
12/05/2026 17:50:23;armaduras;Bolsa;T6;.1;T6_BAG@1;Lymhurst;85992;100943;92199;14951;17,39;2026-05-12T02:05:00;2026-05-12T10:45:00;2026-05-12T15:20:00;87989;90501;;85992;;89995
12/05/2026 17:50:23;armaduras;Bolsa;T6;.2;T6_BAG@2;Lymhurst;268945;;262704;;;2026-05-12T02:05:00;0001-01-01T00:00:00;2026-05-12T15:30:00;280000;;;268945;280000;
12/05/2026 17:50:23;armaduras;Bolsa;T6;.3;T6_BAG@3;;;;864063;;;;0001-01-01T00:00:00;2026-05-12T15:20:00;;;;;;
12/05/2026 17:50:23;armaduras;Bolsa;T7;.0;T7_BAG;Lymhurst;127000;167812;128826;40812;32,14;2026-05-12T19:50:00;2026-05-12T15:05:00;2026-05-12T15:10:00;143306;154982;140997;127000;129999;
12/05/2026 17:50:23;armaduras;Bolsa;T7;.1;T7_BAG@1;Lymhurst;264109;300000;164190;35891;13,59;2026-05-12T02:05:00;2026-05-12T15:50:00;2026-05-12T15:50:00;;299987;;264109;;
12/05/2026 17:50:23;armaduras;Bolsa;T7;.2;T7_BAG@2;Lymhurst;749982;;581095;;;2026-05-11T21:40:00;0001-01-01T00:00:00;2026-05-12T15:20:00;;966666;;749982;791576;780999
12/05/2026 17:50:23;armaduras;Bolsa;T7;.3;T7_BAG@3;;;;1798868;;;;0001-01-01T00:00:00;2026-05-12T15:25:00;;;;;;
12/05/2026 17:50:23;armaduras;Bolsa;T8;.0;T8_BAG;Bridgewatch;346750;;287964;;;2026-05-12T00:20:00;0001-01-01T00:00:00;2026-05-12T15:20:00;346750;449990;379998;;;429936
12/05/2026 17:50:23;armaduras;Bolsa;T8;.1;T8_BAG@1;Bridgewatch;699860;;454770;;;2026-05-12T00:20:00;0001-01-01T00:00:00;2026-05-12T15:20:00;699860;849989;720975;718998;;
12/05/2026 17:50:23;armaduras;Bolsa;T8;.2;T8_BAG@2;Fort Sterling;2799969;;485088;;;2026-05-12T19:05:00;0001-01-01T00:00:00;2026-05-12T15:20:00;;;2799969;;;
12/05/2026 17:50:23;armaduras;Bolsa;T8;.3;T8_BAG@3;;;;4183677;;;;0001-01-01T00:00:00;2026-05-12T15:25:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T5;.0;T5_SHOES_PLATE_SET2;Thetford;2740;7651;3792;4911;179,23;2026-05-12T15:05:00;2026-05-12T00:05:00;2026-05-12T16:30:00;;5990;;;;2740
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T5;.1;T5_SHOES_PLATE_SET2@1;Caerleon;42971;;7268;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-12T01:35:00;;42971;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T5;.2;T5_SHOES_PLATE_SET2@2;Caerleon;43998;;37920;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;43998;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T5;.3;T5_SHOES_PLATE_SET2@3;;;;109881;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T6;.0;T6_SHOES_PLATE_SET2;Lymhurst;10997;16835;16432;5838;53,09;2026-05-12T13:15:00;2026-05-12T14:55:00;2026-05-12T15:15:00;11894;18999;;10997;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T6;.1;T6_SHOES_PLATE_SET2@1;Bridgewatch;22900;;30336;;;2026-05-12T00:20:00;0001-01-01T00:00:00;2026-05-12T15:10:00;22900;37881;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T6;.2;T6_SHOES_PLATE_SET2@2;;;;79569;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T6;.3;T6_SHOES_PLATE_SET2@3;Caerleon;449877;;20208;;;2026-05-12T15:15:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;449877;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T7;.0;T7_SHOES_PLATE_SET2;Fort Sterling;29986;;24016;;;2026-05-12T00:45:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;39966;29986;;;33465
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T7;.1;T7_SHOES_PLATE_SET2@1;Lymhurst;81996;;111144;;;2026-05-12T16:15:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;118888;;81996;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T7;.2;T7_SHOES_PLATE_SET2@2;;;;373848;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T7;.3;T7_SHOES_PLATE_SET2@3;;;;267809;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T8;.0;T8_SHOES_PLATE_SET2;Fort Sterling;90278;129994;118722;39716;43,99;2026-05-11T23:55:00;2026-05-12T09:00:00;2026-05-12T15:10:00;;154997;90278;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T8;.1;T8_SHOES_PLATE_SET2@1;;;;212184;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T8;.2;T8_SHOES_PLATE_SET2@2;;;;101060;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Cavaleiro;T8;.3;T8_SHOES_PLATE_SET2@3;;;;808480;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T5;.0;T5_SHOES_PLATE_UNDEAD;Caerleon;134000;;18321;;;2026-05-12T06:25:00;0001-01-01T00:00:00;2026-05-12T01:35:00;;134000;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T5;.1;T5_SHOES_PLATE_UNDEAD@1;Caerleon;29989;22697;16330;-7292;-24,32;2026-05-12T01:30:00;2026-05-12T00:30:00;2026-05-12T15:15:00;;29989;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T5;.2;T5_SHOES_PLATE_UNDEAD@2;;;;32208;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T5;.3;T5_SHOES_PLATE_UNDEAD@3;Thetford;125456;;45605;;;2026-05-11T22:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;130000;;;;125456
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T6;.0;T6_SHOES_PLATE_UNDEAD;Caerleon;37985;;28440;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;37985;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T6;.1;T6_SHOES_PLATE_UNDEAD@1;Caerleon;78994;68994;19197;-10000;-12,66;2026-05-12T01:30:00;2026-05-12T05:35:00;2026-05-12T15:15:00;;78994;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T6;.2;T6_SHOES_PLATE_UNDEAD@2;;;;73810;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T6;.3;T6_SHOES_PLATE_UNDEAD@3;Thetford;379991;;88570;;;2026-05-11T23:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;379991
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T7;.0;T7_SHOES_PLATE_UNDEAD;Caerleon;99986;69992;68730;-29994;-30,00;2026-05-12T01:30:00;2026-05-12T12:45:00;2026-05-12T15:15:00;;99986;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T7;.1;T7_SHOES_PLATE_UNDEAD@1;Caerleon;195284;;96628;;;2026-05-12T15:15:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;195284;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T7;.2;T7_SHOES_PLATE_UNDEAD@2;;;;185196;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T7;.3;T7_SHOES_PLATE_UNDEAD@3;;;;317871;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T8;.0;T8_SHOES_PLATE_UNDEAD;;;297999;142110;;;;2026-05-12T09:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T8;.1;T8_SHOES_PLATE_UNDEAD@1;;;;343882;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T8;.2;T8_SHOES_PLATE_UNDEAD@2;;;;96642;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guarda-tumbas;T8;.3;T8_SHOES_PLATE_UNDEAD@3;;;;1479782;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T5;.0;T5_SHOES_PLATE_SET3;Caerleon;5399;7867;4898;2468;45,71;2026-05-12T01:30:00;2026-05-12T00:05:00;2026-05-12T01:35:00;;5399;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T5;.1;T5_SHOES_PLATE_SET3@1;Caerleon;12996;;9796;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-11T20:55:00;;12996;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T5;.2;T5_SHOES_PLATE_SET3@2;Caerleon;53990;;32864;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;53990;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T5;.3;T5_SHOES_PLATE_SET3@3;Thetford;108928;;125037;;;2026-05-11T20:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;155554;;;;108928
12/05/2026 17:50:23;armaduras;Botas de Guardião;T6;.0;T6_SHOES_PLATE_SET3;Lymhurst;11109;;15168;;;2026-05-12T03:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;13243;17994;;11109;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T6;.1;T6_SHOES_PLATE_SET3@1;Caerleon;37736;;29704;;;2026-05-12T01:30:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;37736;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T6;.2;T6_SHOES_PLATE_SET3@2;;;;21471;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T6;.3;T6_SHOES_PLATE_SET3@3;Caerleon;398998;;295542;;;2026-05-12T15:15:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;398998;;;;
12/05/2026 17:50:23;armaduras;Botas de Guardião;T7;.0;T7_SHOES_PLATE_SET3;Thetford;33876;;32864;;;2026-05-11T20:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;39969;;;;33876
12/05/2026 17:50:23;armaduras;Botas de Guardião;T7;.1;T7_SHOES_PLATE_SET3@1;Caerleon;133227;;83358;;;2026-05-12T06:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;133227;;;;
