Gerado em;Categoria;Item;Tier;Encantamento;API ID;Melhor cidade compra;Menor preco compra;Black Market pedido venda;Black Market compra max;Lucro bruto;ROI %;Compra atualizada;Black Market venda atualizado;Black Market compra atualizado;Bridgewatch venda min;Caerleon venda min;Fort Sterling venda min;Lymhurst venda min;Martlock venda min;Thetford venda min
12/05/2026 17:50:23;armaduras;Casaco de Caçador;T7;.3;T7_ARMOR_LEATHER_SET2@3;;;;576042;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Caçador;T8;.0;T8_ARMOR_LEATHER_SET2;Fort Sterling;259997;;141456;;;2026-05-12T04:15:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;429996;259997;;;
12/05/2026 17:50:23;armaduras;Casaco de Caçador;T8;.1;T8_ARMOR_LEATHER_SET2@1;Lymhurst;899999;;404240;;;2026-05-12T04:20:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;899999;;
12/05/2026 17:50:23;armaduras;Casaco de Caçador;T8;.2;T8_ARMOR_LEATHER_SET2@2;;;;1485582;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Caçador;T8;.3;T8_ARMOR_LEATHER_SET2@3;;;;6204777;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T5;.0;T5_ARMOR_LEATHER_MORGANA;Bridgewatch;15356;;17775;;;2026-05-12T04:15:00;0001-01-01T00:00:00;2026-05-12T09:45:00;15356;;;;;16504
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T5;.1;T5_ARMOR_LEATHER_MORGANA@1;Bridgewatch;31975;;30573;;;2026-05-12T04:15:00;0001-01-01T00:00:00;2026-05-12T09:45:00;31975;45999;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T5;.2;T5_ARMOR_LEATHER_MORGANA@2;Caerleon;229994;;48312;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;229994;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T5;.3;T5_ARMOR_LEATHER_MORGANA@3;Caerleon;530966;;286550;;;2026-05-12T17:40:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;530966;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T6;.0;T6_ARMOR_LEATHER_MORGANA;Thetford;60999;;32390;;;2026-05-12T02:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;228993;;;;60999
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T6;.1;T6_ARMOR_LEATHER_MORGANA@1;Lymhurst;69996;;78155;;;2026-05-12T16:15:00;0001-01-01T00:00:00;2026-05-12T15:35:00;;178988;;69996;;90000
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T6;.2;T6_ARMOR_LEATHER_MORGANA@2;Fort Sterling;229996;;48312;;;2026-05-12T15:30:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;229996;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T6;.3;T6_ARMOR_LEATHER_MORGANA@3;Thetford;840000;;229284;;;2026-05-12T01:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;840000
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T7;.0;T7_ARMOR_LEATHER_MORGANA;Caerleon;219999;;101056;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;219999;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T7;.1;T7_ARMOR_LEATHER_MORGANA@1;Caerleon;459997;;363776;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T10:30:00;;459997;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T7;.2;T7_ARMOR_LEATHER_MORGANA@2;;;;563745;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T7;.3;T7_ARMOR_LEATHER_MORGANA@3;;;;2261357;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T8;.0;T8_ARMOR_LEATHER_MORGANA;Thetford;369986;;47370;;;2026-05-11T23:10:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;1249996;;;;369986
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T8;.1;T8_ARMOR_LEATHER_MORGANA@1;Lymhurst;919981;;613872;;;2026-05-12T04:20:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;919981;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T8;.2;T8_ARMOR_LEATHER_MORGANA@2;Lymhurst;3000000;;1954134;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;3000000;;
12/05/2026 17:50:23;armaduras;Casaco de Espreitador;T8;.3;T8_ARMOR_LEATHER_MORGANA@3;;;;2751276;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T5;.0;T5_ARMOR_LEATHER_SET1;Fort Sterling;10860;19994;15800;9134;84,11;2026-05-12T18:25:00;2026-05-12T16:25:00;2026-05-12T09:45:00;;22451;10860;11989;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T5;.1;T5_ARMOR_LEATHER_SET1@1;Lymhurst;23986;;10744;;;2026-05-12T20:45:00;0001-01-01T00:00:00;2026-05-12T09:45:00;29916;31295;;23986;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T5;.2;T5_ARMOR_LEATHER_SET1@2;Bridgewatch;89985;;41679;;;2026-05-12T15:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;89985;92932;92500;91289;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T5;.3;T5_ARMOR_LEATHER_SET1@3;Fort Sterling;276899;;73254;;;2026-05-12T18:30:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;328946;276899;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T6;.0;T6_ARMOR_LEATHER_SET1;Fort Sterling;42831;49972;31600;7141;16,67;2026-05-12T00:35:00;2026-05-12T05:35:00;2026-05-12T15:10:00;;59995;42831;43320;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T6;.1;T6_ARMOR_LEATHER_SET1@1;Bridgewatch;94999;;84621;;;2026-05-12T00:55:00;0001-01-01T00:00:00;2026-05-12T15:35:00;94999;99999;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T6;.2;T6_ARMOR_LEATHER_SET1@2;Lymhurst;229988;;207132;;;2026-05-12T17:55:00;0001-01-01T00:00:00;2026-05-12T15:15:00;264999;340998;288885;229988;;258799
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T6;.3;T6_ARMOR_LEATHER_SET1@3;;;;40424;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T7;.0;T7_ARMOR_LEATHER_SET1;Fort Sterling;119998;;75780;;;2026-05-12T03:45:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;199811;119998;139853;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T7;.1;T7_ARMOR_LEATHER_SET1@1;Fort Sterling;279994;;298068;;;2026-05-12T18:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;279994;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T7;.2;T7_ARMOR_LEATHER_SET1@2;;;;212226;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T7;.3;T7_ARMOR_LEATHER_SET1@3;;;;555830;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T8;.0;T8_ARMOR_LEATHER_SET1;Fort Sterling;320000;347931;227340;27931;8,73;2026-05-12T20:30:00;2026-05-12T09:45:00;2026-05-12T15:15:00;;398996;320000;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T8;.1;T8_ARMOR_LEATHER_SET1@1;Thetford;904955;;384028;;;2026-05-11T23:10:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;904955
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T8;.2;T8_ARMOR_LEATHER_SET1@2;;;;2354698;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Casaco de Mercenário;T8;.3;T8_ARMOR_LEATHER_SET1@3;;;;6548364;;;;0001-01-01T00:00:00;2026-05-12T15:05:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T5;.0;T5_HEAD_PLATE_SET2;Thetford;2530;7400;6794;4870;192,49;2026-05-12T18:50:00;2026-05-12T11:15:00;2026-05-12T11:15:00;3973;3198;;;;2530
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T5;.1;T5_HEAD_PLATE_SET2@1;Thetford;5032;;7268;;;2026-05-12T14:45:00;0001-01-01T00:00:00;2026-05-11T23:00:00;;11154;6170;5998;;5032
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T5;.2;T5_HEAD_PLATE_SET2@2;Lymhurst;16785;48586;48032;31801;189,46;2026-05-12T00:35:00;2026-05-12T17:30:00;2026-05-12T15:15:00;;70994;;16785;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T5;.3;T5_HEAD_PLATE_SET2@3;;;;51783;;;;0001-01-01T00:00:00;2026-05-12T15:25:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T6;.0;T6_HEAD_PLATE_SET2;Thetford;9999;;12640;;;2026-05-12T18:50:00;0001-01-01T00:00:00;2026-05-11T23:00:00;12447;21000;;12677;15996;9999
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T6;.1;T6_HEAD_PLATE_SET2@1;Lymhurst;28997;;27808;;;2026-05-11T23:00:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;44664;;28997;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T6;.2;T6_HEAD_PLATE_SET2@2;Thetford;155985;;203343;;;2026-05-12T18:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;155985
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T6;.3;T6_HEAD_PLATE_SET2@3;;;;63150;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T7;.0;T7_HEAD_PLATE_SET2;Thetford;34995;62964;55616;27969;79,92;2026-05-12T18:50:00;2026-05-12T05:35:00;2026-05-12T15:15:00;49647;88994;;41974;;34995
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T7;.1;T7_HEAD_PLATE_SET2@1;Thetford;114999;;75780;;;2026-05-12T18:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;114999
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T7;.2;T7_HEAD_PLATE_SET2@2;Caerleon;620992;;522882;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;620992;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T7;.3;T7_HEAD_PLATE_SET2@3;;;;631625;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T8;.0;T8_HEAD_PLATE_SET2;Bridgewatch;104998;;55572;;;2026-05-12T19:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;104998;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T8;.1;T8_HEAD_PLATE_SET2@1;Lymhurst;320957;;373848;;;2026-05-12T00:25:00;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;320957;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T8;.2;T8_HEAD_PLATE_SET2@2;;;;919646;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Cavaleiro;T8;.3;T8_HEAD_PLATE_SET2@3;;;;1667490;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T5;.0;T5_HEAD_PLATE_UNDEAD;Caerleon;9499;;10244;;;2026-05-12T15:30:00;0001-01-01T00:00:00;2026-05-12T15:30:00;;9499;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T5;.1;T5_HEAD_PLATE_UNDEAD@1;Thetford;4659;;13845;;;2026-05-12T14:45:00;0001-01-01T00:00:00;2026-05-12T15:30:00;;15825;;;;4659
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T5;.2;T5_HEAD_PLATE_UNDEAD@2;Lymhurst;23992;;4697;;;2026-05-12T00:35:00;0001-01-01T00:00:00;2026-05-12T15:30:00;;65977;;23992;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T5;.3;T5_HEAD_PLATE_UNDEAD@3;Thetford;124987;;355719;;;2026-05-11T22:35:00;0001-01-01T00:00:00;2026-05-12T15:25:00;;;;;;124987
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T6;.0;T6_HEAD_PLATE_UNDEAD;Lymhurst;12989;31490;16590;18501;142,44;2026-05-12T01:20:00;2026-05-11T22:15:00;2026-05-12T15:10:00;;30980;23765;12989;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T6;.1;T6_HEAD_PLATE_UNDEAD@1;;;;19197;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T6;.2;T6_HEAD_PLATE_UNDEAD@2;Lymhurst;116310;;67100;;;2026-05-12T01:20:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;219995;;116310;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T6;.3;T6_HEAD_PLATE_UNDEAD@3;Caerleon;519998;;408985;;;2026-05-12T15:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;519998;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T7;.0;T7_HEAD_PLATE_UNDEAD;Caerleon;71999;;68730;;;2026-05-11T23:00:00;0001-01-01T00:00:00;2026-05-12T04:45:00;;71999;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T7;.1;T7_HEAD_PLATE_UNDEAD@1;;;;92365;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T7;.2;T7_HEAD_PLATE_UNDEAD@2;;;;271084;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T7;.3;T7_HEAD_PLATE_UNDEAD@3;;;;849393;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T8;.0;T8_HEAD_PLATE_UNDEAD;Lymhurst;176889;;214744;;;2026-05-12T00:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;176889;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T8;.1;T8_HEAD_PLATE_UNDEAD@1;;;;483140;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T8;.2;T8_HEAD_PLATE_UNDEAD@2;Lymhurst;1777755;;354354;;;2026-05-12T00:35:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;1777755;;
12/05/2026 17:50:23;armaduras;Elmo de Guarda-tumbas;T8;.3;T8_HEAD_PLATE_UNDEAD@3;;;;135473;;;;0001-01-01T00:00:00;2026-05-12T15:10:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T5;.0;T5_HEAD_PLATE_SET3;Fort Sterling;4200;6968;3002;2768;65,90;2026-05-12T17:40:00;2026-05-12T17:15:00;2026-05-12T17:15:00;5180;6753;4200;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T5;.1;T5_HEAD_PLATE_SET3@1;Bridgewatch;11963;11590;10744;-373;-3,12;2026-05-11T21:40:00;2026-05-12T17:15:00;2026-05-12T17:15:00;11963;12964;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T5;.2;T5_HEAD_PLATE_SET3@2;Caerleon;69979;49295;24016;-20684;-29,56;2026-05-11T22:55:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;69979;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T5;.3;T5_HEAD_PLATE_SET3@3;;;;99777;;;;0001-01-01T00:00:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T6;.0;T6_HEAD_PLATE_SET3;Lymhurst;11999;17943;17064;5944;49,54;2026-05-12T01:20:00;2026-05-12T17:15:00;2026-05-12T17:15:00;13893;21998;;11999;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T6;.1;T6_HEAD_PLATE_SET3@1;Bridgewatch;39884;45915;10744;6031;15,12;2026-05-12T16:55:00;2026-05-12T17:15:00;2026-05-12T17:15:00;39884;47976;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T6;.2;T6_HEAD_PLATE_SET3@2;Lymhurst;109991;156986;122511;46995;42,73;2026-05-12T01:20:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;169998;;109991;;204991
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T6;.3;T6_HEAD_PLATE_SET3@3;Thetford;499905;472996;35364;-26909;-5,38;2026-05-11T23:15:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;499905
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T7;.0;T7_HEAD_PLATE_SET3;;;55991;39816;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T7;.1;T7_HEAD_PLATE_SET3@1;;;141980;141456;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T7;.2;T7_HEAD_PLATE_SET3@2;;;;32838;;;;0001-01-01T00:00:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T7;.3;T7_HEAD_PLATE_SET3@3;;;1399790;560883;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T8;.0;T8_HEAD_PLATE_SET3;Caerleon;150997;130545;34101;-20452;-13,54;2026-05-12T15:10:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;150997;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T8;.1;T8_HEAD_PLATE_SET3@1;Thetford;469999;;325854;;;2026-05-11T23:10:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;469999
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T8;.2;T8_HEAD_PLATE_SET3@2;;;1345271;323392;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Guardião;T8;.3;T8_HEAD_PLATE_SET3@3;;;4299981;768056;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T5;.0;T5_HEAD_PLATE_SET1;Thetford;3016;6965;6794;3949;130,94;2026-05-12T15:05:00;2026-05-12T17:10:00;2026-05-12T17:10:00;;6992;4395;3998;;3016
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T5;.1;T5_HEAD_PLATE_SET1@1;Lymhurst;7499;10859;9164;3360;44,81;2026-05-12T04:20:00;2026-05-12T17:10:00;2026-05-12T17:10:00;;14980;;7499;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T5;.2;T5_HEAD_PLATE_SET1@2;Lymhurst;53989;44926;18960;-9063;-16,79;2026-05-12T20:15:00;2026-05-12T17:10:00;2026-05-12T17:10:00;;55979;;53989;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T5;.3;T5_HEAD_PLATE_SET1@3;Caerleon;179978;164488;31575;-15490;-8,61;2026-05-12T15:05:00;2026-05-12T17:10:00;2026-05-12T17:10:00;;179978;;179990;;265000
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T6;.0;T6_HEAD_PLATE_SET1;Bridgewatch;11068;15469;14220;4401;39,76;2026-05-12T02:05:00;2026-05-12T17:15:00;2026-05-12T17:15:00;11068;16997;12249;;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T6;.1;T6_HEAD_PLATE_SET1@1;Lymhurst;31652;40691;34760;9039;28,56;2026-05-11T21:35:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;31652;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T6;.2;T6_HEAD_PLATE_SET1@2;Fort Sterling;154998;159358;112407;4360;2,81;2026-05-12T01:30:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;168994;154998;;;219991
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T6;.3;T6_HEAD_PLATE_SET1@3;Thetford;379995;400000;330906;20005;5,26;2026-05-11T23:15:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;469897;;419959;;379995
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T7;.0;T7_HEAD_PLATE_SET1;Bridgewatch;42651;55868;55616;13217;30,99;2026-05-12T02:05:00;2026-05-12T17:50:00;2026-05-12T17:50:00;42651;99708;46746;;;45473
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T7;.1;T7_HEAD_PLATE_SET1@1;Bridgewatch;143658;198000;106092;54342;37,83;2026-05-12T02:05:00;2026-05-12T17:50:00;2026-05-12T17:50:00;143658;180000;158984;;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T7;.2;T7_HEAD_PLATE_SET1@2;Fort Sterling;399982;529999;30312;130017;32,51;2026-05-12T01:30:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;;399982;;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T7;.3;T7_HEAD_PLATE_SET1@3;;;1549992;490141;;;;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T8;.0;T8_HEAD_PLATE_SET1;Fort Sterling;139999;119993;94725;-20006;-14,29;2026-05-12T01:30:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;144930;139999;147999;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T8;.1;T8_HEAD_PLATE_SET1@1;Fort Sterling;389994;449755;282912;59761;15,32;2026-05-12T01:30:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;;389994;409998;394998;419993
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T8;.2;T8_HEAD_PLATE_SET1@2;Lymhurst;1769998;1547993;535618;-222005;-12,54;2026-05-11T21:35:00;2026-05-12T17:15:00;2026-05-12T17:15:00;;;;1769998;;
12/05/2026 17:50:23;armaduras;Elmo de Soldado;T8;.3;T8_HEAD_PLATE_SET1@3;Lymhurst;2999197;;2708408;;;2026-05-12T18:00:00;0001-01-01T00:00:00;2026-05-12T17:15:00;;;;2999197;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T5;.0;T5_ARMOR_CLOTH_SET2;Fort Sterling;8538;14808;14536;6270;73,44;2026-05-12T00:40:00;2026-05-12T08:05:00;2026-05-12T09:45:00;;14791;8538;8547;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T5;.1;T5_ARMOR_CLOTH_SET2@1;Fort Sterling;19992;25336;25280;5344;26,73;2026-05-12T18:25:00;2026-05-12T08:05:00;2026-05-12T09:45:00;;48996;19992;22110;;23734
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T5;.2;T5_ARMOR_CLOTH_SET2@2;Fort Sterling;49999;;25260;;;2026-05-12T18:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;98988;49999;;;64970
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T5;.3;T5_ARMOR_CLOTH_SET2@3;Bridgewatch;219998;;70728;;;2026-05-12T00:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;219998;;;239959;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T6;.0;T6_ARMOR_CLOTH_SET2;Fort Sterling;23997;;34128;;;2026-05-12T16:05:00;0001-01-01T00:00:00;2026-05-12T15:15:00;30775;39995;23997;26611;24995;25995
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T6;.1;T6_ARMOR_CLOTH_SET2@1;Lymhurst;52997;66970;35364;13973;26,37;2026-05-12T19:40:00;2026-05-12T08:05:00;2026-05-12T15:15:00;;86958;53999;52997;69366;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T6;.2;T6_ARMOR_CLOTH_SET2@2;Bridgewatch;193965;;181872;;;2026-05-12T05:50:00;0001-01-01T00:00:00;2026-05-12T15:15:00;193965;;199592;;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T6;.3;T6_ARMOR_CLOTH_SET2@3;Thetford;469965;601890;409293;131925;28,07;2026-05-11T23:05:00;2026-05-12T01:00:00;2026-05-12T15:15:00;;770000;;547987;;469965
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T7;.0;T7_ARMOR_CLOTH_SET2;Fort Sterling;70215;99886;85884;29671;42,26;2026-05-12T03:35:00;2026-05-12T11:55:00;2026-05-12T15:15:00;76045;94963;70215;;76542;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T7;.1;T7_ARMOR_CLOTH_SET2@1;Bridgewatch;188916;232805;204606;43889;23,23;2026-05-12T05:50:00;2026-05-12T09:40:00;2026-05-12T15:15:00;188916;278973;199995;;;189999
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T7;.2;T7_ARMOR_CLOTH_SET2@2;Caerleon;999998;;151590;;;2026-05-12T15:00:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;999998;;;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T7;.3;T7_ARMOR_CLOTH_SET2@3;Fort Sterling;2499993;;2152578;;;2026-05-12T18:25:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;2499993;;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T8;.0;T8_ARMOR_CLOTH_SET2;Fort Sterling;198997;250499;136404;51502;25,88;2026-05-12T03:35:00;2026-05-12T09:10:00;2026-05-12T15:10:00;219977;299981;198997;;219999;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T8;.1;T8_ARMOR_CLOTH_SET2@1;Fort Sterling;607998;839935;293074;231937;38,15;2026-05-12T18:25:00;2026-05-12T08:05:00;2026-05-12T15:15:00;;;607998;;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T8;.2;T8_ARMOR_CLOTH_SET2@2;;;;1940352;;;;0001-01-01T00:00:00;2026-05-12T15:15:00;;;;;;
12/05/2026 17:50:23;armaduras;Robe de Clérigo;T8;.3;T8_ARMOR_CLOTH_SET2@3;Lymhurst;6666651;;6164355;;;2026-05-12T18:45:00;0001-01-01T00:00:00;2026-05-12T15:15:00;;;6963987;6666651;;
12/05/2026 17:50:23;armaduras;Robe de Druida;T5;.0;T5_ARMOR_CLOTH_KEEPER;Fort Sterling;19796;29994;28835;10198;51,52;2026-05-12T18:25:00;2026-05-12T16:25:00;2026-05-12T15:15:00;;29975;19796;;;
